GEN_BLD_YRS_1,GEN_BLD_YRS_2,BuildGen
Jiangsu-EP_Coal_1000_RC-ep-848,2010,1000.0
Jiangsu-EP_Coal_1000_SEA-ep-3074,2017,1000.0
Jiangsu-EP_Coal_1000_SEA-ep-3075,2017,1000.0
Jiangsu-EP_Coal_300_OT-ep-914,1998,370.0
Jiangsu-EP_Coal_300_OT-ep-915,1998,370.0
Jiangsu-EP_Coal_300_OT-ep-916,1990,352.0
Jiangsu-EP_Coal_300_OT-ep-917,1989,352.0
Jiangsu-EP_Coal_300_OT-ep-918,1999,350.0
Jiangsu-EP_Coal_300_OT-ep-919,1999,350.0
Jiangsu-EP_Coal_300_OT-ep-920,1993,350.0
Jiangsu-EP_Coal_300_OT-ep-921,1993,350.0
Jiangsu-EP_Coal_300_OT-ep-935,2008,330.0
Jiangsu-EP_Coal_300_OT-ep-940,2004,330.0
Jiangsu-EP_Coal_300_OT-ep-941,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-942,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-943,2005,330.0
Jiangsu-EP_Coal_300_OT-ep-944,1986,330.0
Jiangsu-EP_Coal_300_OT-ep-945,1983,330.0
Jiangsu-EP_Coal_300_OT-ep-946,1987,330.0
Jiangsu-EP_Coal_300_OT-ep-947,1997,330.0
Jiangsu-EP_Coal_300_OT-ep-948,1989,330.0
Jiangsu-EP_Coal_300_OT-ep-949,1994,330.0
Jiangsu-EP_Coal_300_OT-ep-950,1994,330.0
Jiangsu-EP_Coal_300_OT-ep-951,1993,330.0
Jiangsu-EP_Coal_300_OT-ep-952,1993,330.0
Jiangsu-EP_Coal_300_OT-ep-959,1994,320.0
Jiangsu-EP_Coal_300_OT-ep-960,1994,320.0
Jiangsu-EP_Coal_300_OT-ep-961,2000,320.0
Jiangsu-EP_Coal_300_OT-ep-962,1999,320.0
Jiangsu-EP_Coal_300_OT-ep-967,2005,300.0
Jiangsu-EP_Coal_300_OT-ep-968,2004,300.0
Jiangsu-EP_Coal_300_OT-ep-969,2004,300.0
Jiangsu-EP_Coal_300_OT-ep-970,2004,300.0
Jiangsu-EP_Coal_300_RC-ep-922,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-923,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-924,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-925,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-926,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-927,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-928,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-929,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-930,2011,330.0
Jiangsu-EP_Coal_300_RC-ep-931,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-932,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-933,2006,330.0
Jiangsu-EP_Coal_300_RC-ep-934,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-936,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-937,2004,330.0
Jiangsu-EP_Coal_300_RC-ep-938,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-939,2005,330.0
Jiangsu-EP_Coal_300_RC-ep-953,2002,320.0
Jiangsu-EP_Coal_300_RC-ep-954,2002,320.0
Jiangsu-EP_Coal_300_RC-ep-955,2004,320.0
Jiangsu-EP_Coal_300_RC-ep-956,2004,320.0
Jiangsu-EP_Coal_300_RC-ep-957,1997,320.0
Jiangsu-EP_Coal_300_RC-ep-958,1996,320.0
Jiangsu-EP_Coal_300_RC-ep-963,2010,300.0
Jiangsu-EP_Coal_300_RC-ep-964,2009,300.0
Jiangsu-EP_Coal_300_RC-ep-965,2011,300.0
Jiangsu-EP_Coal_300_RC-ep-966,2009,300.0
Jiangsu-EP_Coal_600_OT-ep-3076,2016,660.0
Jiangsu-EP_Coal_600_OT-ep-3077,2016,660.0
Jiangsu-EP_Coal_600_OT-ep-863,2011,660.0
Jiangsu-EP_Coal_600_OT-ep-864,2011,660.0
Jiangsu-EP_Coal_600_OT-ep-869,2010,660.0
Jiangsu-EP_Coal_600_OT-ep-870,2010,660.0
Jiangsu-EP_Coal_600_OT-ep-871,2014,660.0
Jiangsu-EP_Coal_600_OT-ep-872,2014,660.0
Jiangsu-EP_Coal_600_OT-ep-875,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-876,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-877,2005,650.0
Jiangsu-EP_Coal_600_OT-ep-878,2007,630.0
Jiangsu-EP_Coal_600_OT-ep-879,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-880,2005,630.0
Jiangsu-EP_Coal_600_OT-ep-881,2005,630.0
Jiangsu-EP_Coal_600_OT-ep-882,1999,630.0
Jiangsu-EP_Coal_600_OT-ep-883,1998,630.0
Jiangsu-EP_Coal_600_OT-ep-884,2005,630.0
Jiangsu-EP_Coal_600_OT-ep-885,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-886,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-887,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-888,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-889,2006,630.0
Jiangsu-EP_Coal_600_OT-ep-895,2006,600.0
Jiangsu-EP_Coal_600_OT-ep-896,2006,600.0
Jiangsu-EP_Coal_600_OT-ep-897,2008,600.0
Jiangsu-EP_Coal_600_OT-ep-898,2007,600.0
Jiangsu-EP_Coal_600_OT-ep-899,2006,600.0
Jiangsu-EP_Coal_600_OT-ep-900,2006,600.0
Jiangsu-EP_Coal_600_RC-ep-873,2011,660.0
Jiangsu-EP_Coal_600_RC-ep-874,2009,660.0
Jiangsu-EP_Coal_600_RC-ep-891,2008,600.0
Jiangsu-EP_Coal_600_RC-ep-892,2007,600.0
Jiangsu-EP_Coal_600_RC-ep-893,2012,600.0
Jiangsu-EP_Coal_600_RC-ep-894,2010,600.0
Jiangsu-EP_Coal_600_SEA-ep-3078,2016,660.0
Jiangsu-EP_Coal_600_SEA-ep-861,2013,660.0
Jiangsu-EP_Coal_600_SEA-ep-862,2011,660.0
Jiangsu-EP_Coal_600_SEA-ep-865,2010,660.0
Jiangsu-EP_Coal_600_SEA-ep-866,2010,660.0
Jiangsu-EP_Coal_600_SEA-ep-867,2010,660.0
Jiangsu-EP_Coal_600_SEA-ep-868,2010,660.0
Jiangsu-EP_Gas_CCGT_OT-ep-912,2005,390.0
Jiangsu-EP_Gas_CCGT_OT-ep-913,2005,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-1015,1990,24.0
Jiangsu-EP_Gas_CCGT_RC-ep-3079,2018,800.0
Jiangsu-EP_Gas_CCGT_RC-ep-3080,2018,800.0
Jiangsu-EP_Gas_CCGT_RC-ep-3081,2016,950.0
Jiangsu-EP_Gas_CCGT_RC-ep-3082,2016,800.0
Jiangsu-EP_Gas_CCGT_RC-ep-3083,2016,800.0
Jiangsu-EP_Gas_CCGT_RC-ep-3084,2016,800.0
Jiangsu-EP_Gas_CCGT_RC-ep-901,2015,475.0
Jiangsu-EP_Gas_CCGT_RC-ep-902,2015,475.0
Jiangsu-EP_Gas_CCGT_RC-ep-903,2015,440.0
Jiangsu-EP_Gas_CCGT_RC-ep-904,2015,440.0
Jiangsu-EP_Gas_CCGT_RC-ep-906,2007,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-907,2006,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-908,2005,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-909,2005,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-910,2006,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-911,2005,390.0
Jiangsu-EP_Gas_CCGT_RC-ep-971,2012,254.0
Jiangsu-EP_Gas_CCGT_RC-ep-972,2012,254.0
Jiangsu-EP_Gas_CCGT_RC-ep-973,2012,254.0
Jiangsu-EP_Gas_CCGT_RC-ep-975,2011,200.0
Jiangsu-EP_Gas_CCGT_RC-ep-976,2011,200.0
Jiangsu-EP_Gas_CCGT_RC-ep-977,2013,186.0
Jiangsu-EP_Gas_CCGT_RC-ep-978,2012,186.0
Jiangsu-EP_Gas_CCGT_RC-ep-979,2004,183.0
Jiangsu-EP_Gas_CCGT_RC-ep-980,2012,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-981,2012,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-982,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-983,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-984,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-985,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-986,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-987,2013,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-988,2005,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-989,2005,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-990,2015,180.0
Jiangsu-EP_Gas_CCGT_RC-ep-991,2015,180.0
Jiangsu-Gas_CCGT_OT-11943,2038,0.0
Jiangsu-Gas_CCGT_OT-11943,2048,0.0
Jiangsu-Gas_CCGT_OT-11961,2038,0.0
Jiangsu-Gas_CCGT_OT-11961,2048,0.0
Jiangsu-Gas_CCGT_OT-11979,2038,0.0
Jiangsu-Gas_CCGT_OT-11979,2048,0.0
Jiangsu-Gas_CCGT_OT-12005,2038,0.0
Jiangsu-Gas_CCGT_OT-12005,2048,0.0
Jiangsu-Gas_CCGT_OT-12023,2038,0.0
Jiangsu-Gas_CCGT_OT-12023,2048,0.0
Jiangsu-Gas_CCGT_RC-11953,2038,0.0
Jiangsu-Gas_CCGT_RC-11953,2048,0.0
Jiangsu-Gas_CCGT_RC-11971,2038,0.0
Jiangsu-Gas_CCGT_RC-11971,2048,0.0
Jiangsu-Gas_CCGT_RC-11989,2038,0.0
Jiangsu-Gas_CCGT_RC-11989,2048,0.0
Jiangsu-Gas_CCGT_RC-12015,2038,0.0
Jiangsu-Gas_CCGT_RC-12015,2048,0.0
Jiangsu-Gas_CCGT_RC-12033,2038,0.0
Jiangsu-Gas_CCGT_RC-12033,2048,0.0
Jiangsu-Gas_CCGT_SEA-11997,2038,-0.0
Jiangsu-Gas_CCGT_SEA-11997,2048,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2038,0.0
Jiangsu-Gas_Combustion_Turbine_RC-13141,2048,0.0
Jiangsu-Hydro_NonPumped-ep-30016,1981,0.74
Jiangsu-Hydro_NonPumped-ep-30047,1982,0.47
Jiangsu-Hydro_NonPumped-ep-30078,1983,0.55
Jiangsu-Hydro_NonPumped-ep-30109,1984,0.66
Jiangsu-Hydro_NonPumped-ep-30140,1985,0.38
Jiangsu-Hydro_NonPumped-ep-30171,1986,0.52
Jiangsu-Hydro_NonPumped-ep-30202,1987,1.22
Jiangsu-Hydro_NonPumped-ep-30233,1988,1.16
Jiangsu-Hydro_NonPumped-ep-30264,1989,0.87
Jiangsu-Hydro_NonPumped-ep-30295,1990,0.68
Jiangsu-Hydro_NonPumped-ep-30326,1991,0.84
Jiangsu-Hydro_NonPumped-ep-30357,1992,1.29
Jiangsu-Hydro_NonPumped-ep-30388,1993,1.8
Jiangsu-Hydro_NonPumped-ep-30419,1994,2.06
Jiangsu-Hydro_NonPumped-ep-30450,1995,1.44
Jiangsu-Hydro_NonPumped-ep-30481,1996,1.57
Jiangsu-Hydro_NonPumped-ep-30512,1997,1.91
Jiangsu-Hydro_NonPumped-ep-30543,1998,2.46
Jiangsu-Hydro_NonPumped-ep-30616,2001,28.47
Jiangsu-Hydro_NonPumped-ep-30639,2002,44.34
Jiangsu-Hydro_NonPumped-ep-30662,2003,37.19
Jiangsu-Hydro_NonPumped-ep-30733,2005,10.0
Jiangsu-Hydro_NonPumped-ep-30824,2008,1000.0
Jiangsu-Hydro_NonPumped-ep-30896,2014,2.6
Jiangsu-Hydro_NonPumped-ep-30907,2015,1.5
Jiangsu-Hydro_NonPumped-ep-30928,2016,3.5
Jiangsu-Hydro_NonPumped-ep-30957,2017,1500.5
Jiangsu-Hydro_Pumped-ep-35005,2010,1092.4
Jiangsu-Hydro_Pumped-ep-35022,2002,100.0
Jiangsu-Hydro_Pumped-ep-35028,2008,1000.0
Jiangsu-Hydro_Pumped-ep-35037,2020,1350.0
Jiangsu-Nuclear_EP_SEA-ep-3085,2020,2252.0
Jiangsu-Nuclear_EP_SEA-ep-3086,2020,2236.0
Jiangsu-Nuclear_EP_SEA-ep-60012,2007,996.0
Jiangsu-Nuclear_EP_SEA-ep-60013,2007,996.0
Jiangsu-Nuclear_SEA-13132,2038,3914.0
Jiangsu-Nuclear_SEA-13132,2048,1992.0
Jiangsu-Nuclear_SMR-13140,2038,0.0
Jiangsu-Nuclear_SMR-13140,2048,0.0
Jiangsu-Offshore_Wind-13135,2038,0.0
Jiangsu-Offshore_Wind-13135,2048,0.0
Jiangsu-Residential_PV-274,2038,0.0
Jiangsu-Residential_PV-274,2048,0.0
Jiangsu-Residential_PV-275,2038,0.0
Jiangsu-Residential_PV-275,2048,0.0
Jiangsu-Residential_PV-276,2038,0.0
Jiangsu-Residential_PV-276,2048,0.0
Jiangsu-Residential_PV-277,2038,0.0
Jiangsu-Residential_PV-277,2048,0.0
Jiangsu-Residential_PV-278,2038,0.0
Jiangsu-Residential_PV-278,2048,0.0
Jiangsu-Residential_PV-357,2038,0.0
Jiangsu-Residential_PV-357,2048,0.0
Jiangsu-Residential_PV-370,2038,0.0
Jiangsu-Residential_PV-370,2048,0.0
Jiangsu-Wind-1078,2038,2916.666667
Jiangsu-Wind-1078,2048,-0.0
Jiangsu-Wind-1079,2038,-0.0
Jiangsu-Wind-1079,2048,2916.666667
Jiangsu-Wind-1080,2038,1471.066665000003
Jiangsu-Wind-1080,2048,1445.600001999996
Jiangsu-Wind-1084,2038,2916.666667
Jiangsu-Wind-1084,2048,0.0
Jiangsu-Wind-1085,2038,-0.0
Jiangsu-Wind-1085,2048,2916.666667
Jiangsu-Wind-1088,2038,-0.0
Jiangsu-Wind-1088,2048,2916.666667
Jiangsu-Wind-1089,2038,2916.666667
Jiangsu-Wind-1089,2048,0.0
Jiangsu-Wind-1092,2038,-0.0
Jiangsu-Wind-1092,2048,2916.666667
Jiangsu-Wind-1093,2038,-0.0
Jiangsu-Wind-1093,2048,2916.666667
Jiangsu-Wind-1094,2038,2916.666667
Jiangsu-Wind-1094,2048,-0.0
Jiangsu-Wind-1096,2038,-0.0
Jiangsu-Wind-1096,2048,2916.666667
Jiangsu-Wind-1159,2038,2916.666667
Jiangsu-Wind-1159,2048,0.0
Jiangsu-Wind_EP-ep-40015,2007,250.0
Jiangsu-Wind_EP-ep-40031,2008,360.0
Jiangsu-Wind_EP-ep-40053,2009,340.0
Jiangsu-Wind_EP-ep-40089,2012,417.9
Jiangsu-Wind_EP-ep-40116,2013,564.0
Jiangsu-Wind_EP-ep-40143,2014,460.4
Jiangsu-Wind_EP-ep-40172,2015,1099.5
Jiangsu-Wind_EP-ep-40200,2016,1491.3
Jiangsu-Wind_EP-ep-40227,2017,942.2
Jiangsu-Wind_EP-ep-40249,2010,420.0
Jiangsu-Wind_EP-ep-40270,2011,210.3
Jiangsu_Fuel_Cell,2038,0.0
Jiangsu_Fuel_Cell,2048,-0.0
Shanghai-Battery_Storage-11180,2038,-0.0
Shanghai-Battery_Storage-11180,2048,-0.0
Shanghai-Central_PV-509,2038,5001.0
Shanghai-Central_PV-509,2048,-0.0
Shanghai-Central_PV_EP-ep-50003,2016,141.9
Shanghai-Central_PV_EP-ep-50005,2011,14.4
Shanghai-Central_PV_EP-ep-50044,2013,0.9
Shanghai-Central_PV_EP-ep-50074,2014,72.3
Shanghai-Central_PV_EP-ep-50103,2015,123.5
Shanghai-Central_PV_EP-ep-50164,2017,225.1
Shanghai-Coal_1000_OT-11911,2038,39353.09569111731
Shanghai-Coal_1000_OT-11911,2048,16428.07306171062
Shanghai-Coal_1000_OT-11911_CCS,2038,0.0
Shanghai-Coal_1000_OT-11911_CCS,2048,-0.0
Shanghai-Coal_1000_OT-11911_H2,2038,-0.0
Shanghai-Coal_1000_OT-11911_H2,2048,-0.0
Shanghai-Coal_1000_RC-11919,2038,-0.0
Shanghai-Coal_1000_RC-11919,2048,-0.0
Shanghai-Coal_1000_RC-11919_CCS,2038,0.0
Shanghai-Coal_1000_RC-11919_CCS,2048,-0.0
Shanghai-Coal_1000_RC-11919_H2,2038,-0.0
Shanghai-Coal_1000_RC-11919_H2,2048,-0.0
Shanghai-Coal_1000_SEA-11929,2038,-0.0
Shanghai-Coal_1000_SEA-11929,2048,-0.0
Shanghai-Coal_1000_SEA-11929_CCS,2038,0.0
Shanghai-Coal_1000_SEA-11929_CCS,2048,-0.0
Shanghai-Coal_1000_SEA-11929_H2,2038,-0.0
Shanghai-Coal_1000_SEA-11929_H2,2048,-0.0
Shanghai-Coal_100_SEA-ep-835,2008,100.0
Shanghai-Coal_100_SEA-ep-836,2002,100.0
Shanghai-Coal_300_OT-11915,2038,-0.0
Shanghai-Coal_300_OT-11915,2048,0.0
Shanghai-Coal_300_OT-11915_CCS,2038,0.0
Shanghai-Coal_300_OT-11915_CCS,2048,-0.0
Shanghai-Coal_300_OT-11915_H2,2038,-0.0
Shanghai-Coal_300_OT-11915_H2,2048,-0.0
Shanghai-Coal_300_RC-11923,2038,-0.0
Shanghai-Coal_300_RC-11923,2048,0.0
Shanghai-Coal_300_RC-11923_CCS,2038,0.0
Shanghai-Coal_300_RC-11923_CCS,2048,-0.0
Shanghai-Coal_300_RC-11923_H2,2038,-0.0
Shanghai-Coal_300_RC-11923_H2,2048,-0.0
Shanghai-Coal_300_SEA-11933,2038,0.0
Shanghai-Coal_300_SEA-11933,2048,0.0
Shanghai-Coal_300_SEA-11933_CCS,2038,0.0
Shanghai-Coal_300_SEA-11933_CCS,2048,-0.0
Shanghai-Coal_300_SEA-11933_H2,2038,-0.0
Shanghai-Coal_300_SEA-11933_H2,2048,-0.0
Shanghai-Coal_600_OT-11913,2038,-0.0
Shanghai-Coal_600_OT-11913,2048,-0.0
Shanghai-Coal_600_OT-11913_CCS,2038,0.0
Shanghai-Coal_600_OT-11913_CCS,2048,-0.0
Shanghai-Coal_600_OT-11913_H2,2038,-0.0
Shanghai-Coal_600_OT-11913_H2,2048,-0.0
Shanghai-Coal_600_RC-11921,2038,-0.0
Shanghai-Coal_600_RC-11921,2048,-0.0
Shanghai-Coal_600_RC-11921_CCS,2038,0.0
Shanghai-Coal_600_RC-11921_CCS,2048,-0.0
Shanghai-Coal_600_RC-11921_H2,2038,-0.0
Shanghai-Coal_600_RC-11921_H2,2048,-0.0
Shanghai-Coal_600_SEA-11931,2038,0.0
Shanghai-Coal_600_SEA-11931,2048,-0.0
Shanghai-Coal_600_SEA-11931_CCS,2038,0.0
Shanghai-Coal_600_SEA-11931_CCS,2048,-0.0
Shanghai-Coal_600_SEA-11931_H2,2038,-0.0
Shanghai-Coal_600_SEA-11931_H2,2048,-0.0
Shanghai-Coal_IGCC_RC-11925,2038,0.0
Shanghai-Coal_IGCC_RC-11925,2048,0.0
Shanghai-Coal_IGCC_RC-11925_CCS,2038,0.0
Shanghai-Coal_IGCC_RC-11925_CCS,2048,-0.0
Shanghai-Coal_IGCC_RC-11925_H2,2038,-0.0
Shanghai-Coal_IGCC_RC-11925_H2,2048,-0.0
Shanghai-Coal_Small_OT-ep-827,1990,286.0
Shanghai-Coal_Small_RC-ep-834,1990,104.0
Shanghai-Coal_Small_SEA-ep-828,1990,224.0
Shanghai-Commercial_PV-109,2038,2200.0
Shanghai-Commercial_PV-109,2048,-0.0
Shanghai-EP_Coal_1000_OT-ep-789,2008,1000.0
Shanghai-EP_Coal_1000_OT-ep-790,2008,1000.0
Shanghai-EP_Coal_1000_OT-ep-791,2004,900.0
Shanghai-EP_Coal_1000_OT-ep-792,2004,900.0
Shanghai-EP_Coal_1000_SEA-ep-787,2010,1000.0
Shanghai-EP_Coal_1000_SEA-ep-788,2010,1000.0
Shanghai-EP_Coal_300_OT-ep-809,2008,350.0
Shanghai-EP_Coal_300_OT-ep-810,1999,350.0
Shanghai-EP_Coal_300_OT-ep-811,1983,350.0
Shanghai-EP_Coal_300_OT-ep-812,1982,350.0
Shanghai-EP_Coal_300_OT-ep-815,1989,325.0
Shanghai-EP_Coal_300_OT-ep-816,1989,325.0
Shanghai-EP_Coal_300_OT-ep-817,1988,325.0
Shanghai-EP_Coal_300_OT-ep-818,1987,325.0
Shanghai-EP_Coal_300_OT-ep-819,1997,320.0
Shanghai-EP_Coal_300_OT-ep-820,1996,320.0
Shanghai-EP_Coal_300_OT-ep-821,1995,320.0
Shanghai-EP_Coal_300_OT-ep-822,1995,320.0
Shanghai-EP_Coal_300_OT-ep-823,2010,300.0
Shanghai-EP_Coal_300_OT-ep-824,2010,300.0
Shanghai-EP_Coal_300_OT-ep-825,1992,300.0
Shanghai-EP_Coal_300_OT-ep-826,1991,300.0
Shanghai-EP_Coal_600_OT-ep-793,2009,660.0
Shanghai-EP_Coal_600_OT-ep-794,2009,660.0
Shanghai-EP_Coal_600_OT-ep-797,1992,600.0
Shanghai-EP_Coal_600_OT-ep-798,1992,600.0
Shanghai-EP_Coal_600_RC-ep-795,2001,600.0
Shanghai-EP_Coal_600_RC-ep-796,2000,600.0
Shanghai-EP_Gas_CCGT_OT-ep-806,2006,385.0
Shanghai-EP_Gas_CCGT_OT-ep-807,2006,385.0
Shanghai-EP_Gas_CCGT_OT-ep-808,2006,385.0
Shanghai-EP_Gas_CCGT_RC-ep-3066,2016,860.0
Shanghai-EP_Gas_CCGT_RC-ep-799,2015,430.0
Shanghai-EP_Gas_CCGT_RC-ep-800,2015,430.0
Shanghai-EP_Gas_CCGT_RC-ep-803,2015,391.24
Shanghai-EP_Gas_CCGT_RC-ep-829,2006,180.0
Shanghai-EP_Gas_CCGT_RC-ep-830,2006,180.0
Shanghai-EP_Gas_CCGT_RC-ep-831,2006,180.0
Shanghai-EP_Gas_CCGT_RC-ep-832,2006,180.0
Shanghai-EP_Gas_CCGT_RC-ep-833,2015,120.0
Shanghai-EP_Gas_CCGT_RC-ep-837,2015,22.0
Shanghai-EP_Gas_CCGT_RC-ep-838,1990,11.2
Shanghai-EP_Gas_CCGT_SEA-ep-801,2012,407.0
Shanghai-EP_Gas_CCGT_SEA-ep-802,2011,407.0
Shanghai-EP_Gas_CCGT_SEA-ep-804,2011,385.0
Shanghai-EP_Gas_CCGT_SEA-ep-805,2011,385.0
Shanghai-EP_Gas_CCGT_SEA-ep-813,2005,329.0
Shanghai-EP_Gas_CCGT_SEA-ep-814,2005,329.0
Shanghai-Gas_CCGT_OT-11917,2038,0.0
Shanghai-Gas_CCGT_OT-11917,2048,0.0
Shanghai-Gas_CCGT_RC-11927,2038,0.0
Shanghai-Gas_CCGT_RC-11927,2048,0.0
Shanghai-Gas_CCGT_SEA-11935,2038,0.0
Shanghai-Gas_CCGT_SEA-11935,2048,0.0
Shanghai-Gas_Combustion_Turbine_RC-13158,2038,0.0
Shanghai-Gas_Combustion_Turbine_RC-13158,2048,0.0
Shanghai-Offshore_Wind-13152,2038,0.0
Shanghai-Offshore_Wind-13152,2048,0.0
Shanghai-Residential_PV-309,2038,0.0
Shanghai-Residential_PV-309,2048,0.0
Shanghai-Wind-1068,2038,0.0
Shanghai-Wind-1068,2048,0.0
Shanghai-Wind-1069,2038,0.0
Shanghai-Wind-1069,2048,0.0
Shanghai-Wind-1072,2038,0.0
Shanghai-Wind-1072,2048,0.0
Shanghai-Wind_EP-ep-40003,2016,100.8
Shanghai-Wind_EP-ep-40020,2007,20.0
Shanghai-Wind_EP-ep-40037,2008,20.0
Shanghai-Wind_EP-ep-40070,2011,69.4
Shanghai-Wind_EP-ep-40096,2012,20.0
Shanghai-Wind_EP-ep-40124,2013,88.0
Shanghai-Wind_EP-ep-40151,2014,48.0
Shanghai-Wind_EP-ep-40179,2015,245.7
Shanghai-Wind_EP-ep-40255,2010,100.0
Shanghai_Fuel_Cell,2038,0.0
Shanghai_Fuel_Cell,2048,0.0
Zhejiang-Battery_Storage-11181,2038,-0.0
Zhejiang-Battery_Storage-11181,2048,5032.615251886728
Zhejiang-Central_PV-547,2038,24000.0
Zhejiang-Central_PV-547,2048,-0.0
Zhejiang-Central_PV-548,2038,24000.0
Zhejiang-Central_PV-548,2048,-0.0
Zhejiang-Central_PV-549,2038,24000.0
Zhejiang-Central_PV-549,2048,0.0
Zhejiang-Central_PV-550,2038,24000.0
Zhejiang-Central_PV-550,2048,0.0
Zhejiang-Central_PV-551,2038,24000.0
Zhejiang-Central_PV-551,2048,0.0
Zhejiang-Central_PV_EP-ep-50011,2011,7.9
Zhejiang-Central_PV_EP-ep-50025,2012,4.3
Zhejiang-Central_PV_EP-ep-50052,2013,168.2
Zhejiang-Central_PV_EP-ep-50082,2014,415.2
Zhejiang-Central_PV_EP-ep-50111,2015,1041.1
Zhejiang-Central_PV_EP-ep-50142,2016,1745.4
Zhejiang-Central_PV_EP-ep-50171,2017,4754.9
Zhejiang-Coal_1000_OT-12063,2038,53138.34768594486
Zhejiang-Coal_1000_OT-12063,2048,39092.91695747823
Zhejiang-Coal_1000_OT-12063_CCS,2038,0.0
Zhejiang-Coal_1000_OT-12063_CCS,2048,-0.0
Zhejiang-Coal_1000_OT-12063_H2,2038,-0.0
Zhejiang-Coal_1000_OT-12063_H2,2048,-0.0
Zhejiang-Coal_1000_RC-12035,2038,-0.0
