generation_project,timepoint,load_zone,ChargeMW,DischargeMW,StateOfCharge
Jiangsu-Hydro_Pumped-ep-35028,2040-06-26_20:00,Jiangsu,0,214.475,1329.75
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_00:00,Jiangsu,0,50.1328,401.062
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_04:00,Jiangsu,0,50.1328,200.531
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_08:00,Jiangsu,0,50.1328,0
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_12:00,Jiangsu,812.964,325.186,1105.63
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_16:00,Jiangsu,0,75.8767,802.125
Jiangsu-Hydro_Pumped-ep-35028,2040-12-19_20:00,Jiangsu,0,50.1328,601.594
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_00:00,Jiangsu,0,214.475,857.902
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_04:00,Jiangsu,0,214.475,0
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_08:00,Jiangsu,949,379.6,1290.64
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_12:00,Jiangsu,949,379.6,2581.28
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_16:00,Jiangsu,949,379.6,3871.92
Jiangsu-Hydro_Pumped-ep-35028,2050-06-12_20:00,Jiangsu,0,539.029,1715.8
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_00:00,Jiangsu,0,50.1328,401.062
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_04:00,Jiangsu,0,50.1328,200.531
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_08:00,Jiangsu,0,50.1328,0
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_12:00,Jiangsu,812.964,325.186,1105.63
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_16:00,Jiangsu,0,75.8767,802.125
Jiangsu-Hydro_Pumped-ep-35028,2050-12-12_20:00,Jiangsu,0,50.1328,601.594
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_00:00,Jiangsu,0,289.542,636.992
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_04:00,Jiangsu,176.073,289.542,0
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_08:00,Jiangsu,723.855,289.542,984.442
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_12:00,Jiangsu,723.855,289.542,1968.88
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_16:00,Jiangsu,723.855,289.542,2953.33
Jiangsu-Hydro_Pumped-ep-35037,2040-06-26_20:00,Jiangsu,0,289.542,1795.16
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_00:00,Jiangsu,0,67.6793,541.434
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_04:00,Jiangsu,0,67.6793,270.717
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_08:00,Jiangsu,0,67.6793,0
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_12:00,Jiangsu,1097.5,439.001,1492.6
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_16:00,Jiangsu,0,102.434,1082.87
Jiangsu-Hydro_Pumped-ep-35037,2040-12-19_20:00,Jiangsu,0,67.6793,812.151
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_00:00,Jiangsu,0,289.542,2910.76
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_04:00,Jiangsu,0,727.689,0
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_08:00,Jiangsu,1281.15,512.46,1742.36
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_12:00,Jiangsu,1281.15,512.46,3484.73
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_16:00,Jiangsu,1281.15,512.46,5227.09
Jiangsu-Hydro_Pumped-ep-35037,2050-06-12_20:00,Jiangsu,0,289.542,4068.92
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_00:00,Jiangsu,0,67.6793,541.434
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_04:00,Jiangsu,0,67.6793,270.717
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_08:00,Jiangsu,0,67.6793,0
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_12:00,Jiangsu,1097.5,439.001,1492.6
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_16:00,Jiangsu,0,102.434,1082.87
Jiangsu-Hydro_Pumped-ep-35037,2050-12-12_20:00,Jiangsu,0,67.6793,812.151
Shanghai-Battery_Storage-11180,2040-06-26_00:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-06-26_04:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-06-26_08:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-06-26_12:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-06-26_16:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-06-26_20:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_00:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_04:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_08:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_12:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_16:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2040-12-19_20:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_00:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_04:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_08:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_12:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_16:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-06-12_20:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_00:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_04:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_08:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_12:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_16:00,Shanghai,0,0,0
Shanghai-Battery_Storage-11180,2050-12-12_20:00,Shanghai,0,0,0
Zhejiang-Battery_Storage-11181,2040-06-26_00:00,Zhejiang,0,11199.6,55051.6
Zhejiang-Battery_Storage-11181,2040-06-26_04:00,Zhejiang,0,13762.9,0
Zhejiang-Battery_Storage-11181,2040-06-26_08:00,Zhejiang,19307.7,0,59236.1
Zhejiang-Battery_Storage-11181,2040-06-26_12:00,Zhejiang,13237.8,0,99849.9
Zhejiang-Battery_Storage-11181,2040-06-26_16:00,Zhejiang,0,0,99849.9
Zhejiang-Battery_Storage-11181,2040-06-26_20:00,Zhejiang,0,0,99849.9
Zhejiang-Battery_Storage-11181,2040-12-19_00:00,Zhejiang,0,0,0
Zhejiang-Battery_Storage-11181,2040-12-19_04:00,Zhejiang,0,0,0
Zhejiang-Battery_Storage-11181,2040-12-19_08:00,Zhejiang,10443.1,0,32039.4
Zhejiang-Battery_Storage-11181,2040-12-19_12:00,Zhejiang,34377,0,137508
Zhejiang-Battery_Storage-11181,2040-12-19_16:00,Zhejiang,0,34377,0
Zhejiang-Battery_Storage-11181,2040-12-19_20:00,Zhejiang,0,0,0
Zhejiang-Battery_Storage-11181,2050-06-12_00:00,Zhejiang,0,12595.9,140375
Zhejiang-Battery_Storage-11181,2050-06-12_04:00,Zhejiang,0,35093.6,0
Zhejiang-Battery_Storage-11181,2050-06-12_08:00,Zhejiang,28109.2,0,86239.2
Zhejiang-Battery_Storage-11181,2050-06-12_12:00,Zhejiang,50464.7,0,241065
Zhejiang-Battery_Storage-11181,2050-06-12_16:00,Zhejiang,22132.5,0,308967
Zhejiang-Battery_Storage-11181,2050-06-12_20:00,Zhejiang,0,29552.3,190758
Zhejiang-Battery_Storage-11181,2050-12-12_00:00,Zhejiang,0,0,0
Zhejiang-Battery_Storage-11181,2050-12-12_04:00,Zhejiang,0,0,0
Zhejiang-Battery_Storage-11181,2050-12-12_08:00,Zhejiang,50241.8,0,154142
Zhejiang-Battery_Storage-11181,2050-12-12_12:00,Zhejiang,50464.7,0,308967
Zhejiang-Battery_Storage-11181,2050-12-12_16:00,Zhejiang,0,50464.7,107109
Zhejiang-Battery_Storage-11181,2050-12-12_20:00,Zhejiang,0,26777.2,0
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_00:00,Zhejiang,0,137.806,303.173
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_04:00,Zhejiang,83.8008,137.806,0
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_08:00,Zhejiang,344.514,137.806,468.54
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_12:00,Zhejiang,344.514,137.806,937.079
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_16:00,Zhejiang,344.514,137.806,1405.62
Zhejiang-Hydro_Pumped-ep-35006,2040-06-26_20:00,Zhejiang,0,137.806,854.396
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_00:00,Zhejiang,0,32.2018,257.614
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_04:00,Zhejiang,0,32.2018,128.807
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_08:00,Zhejiang,0,32.2018,0
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_12:00,Zhejiang,522.192,208.877,710.18
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_16:00,Zhejiang,0,48.7379,515.229
Zhejiang-Hydro_Pumped-ep-35006,2040-12-19_20:00,Zhejiang,0,32.2018,386.422
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_00:00,Zhejiang,0,137.806,1385.61
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_04:00,Zhejiang,0,346.403,0
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_08:00,Zhejiang,609.818,243.927,829.352
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_12:00,Zhejiang,609.818,243.927,1658.7
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_16:00,Zhejiang,609.818,243.927,2488.06
Zhejiang-Hydro_Pumped-ep-35006,2050-06-12_20:00,Zhejiang,0,137.806,1936.83
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_00:00,Zhejiang,0,32.2018,257.614
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_04:00,Zhejiang,0,32.2018,128.807
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_08:00,Zhejiang,0,32.2018,0
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_12:00,Zhejiang,522.192,208.877,710.18
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_16:00,Zhejiang,0,48.7379,515.229
Zhejiang-Hydro_Pumped-ep-35006,2050-12-12_20:00,Zhejiang,0,32.2018,386.422
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_00:00,Zhejiang,0,17.1563,37.7438
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_04:00,Zhejiang,10.4329,17.1563,0
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_08:00,Zhejiang,42.8907,17.1563,58.3314
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_12:00,Zhejiang,42.8907,17.1563,116.663
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_16:00,Zhejiang,42.8907,17.1563,174.994
Zhejiang-Hydro_Pumped-ep-35017,2040-06-26_20:00,Zhejiang,0,17.1563,106.369
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_00:00,Zhejiang,0,4.009,32.072
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_04:00,Zhejiang,0,4.009,16.036
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_08:00,Zhejiang,0,4.009,0
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_12:00,Zhejiang,65.0108,26.0043,88.4148
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_16:00,Zhejiang,0,6.06768,64.144
Zhejiang-Hydro_Pumped-ep-35017,2040-12-19_20:00,Zhejiang,0,4.009,48.108
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_00:00,Zhejiang,0,17.1563,172.503
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_04:00,Zhejiang,0,43.1258,0
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_08:00,Zhejiang,75.92,30.368,103.251
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_12:00,Zhejiang,75.92,30.368,206.502
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_16:00,Zhejiang,75.92,30.368,309.754
Zhejiang-Hydro_Pumped-ep-35017,2050-06-12_20:00,Zhejiang,0,17.1563,241.128
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_00:00,Zhejiang,0,4.009,32.072
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_04:00,Zhejiang,0,4.009,16.036
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_08:00,Zhejiang,0,4.009,0
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_12:00,Zhejiang,65.0108,26.0043,88.4148
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_16:00,Zhejiang,0,6.06768,64.144
Zhejiang-Hydro_Pumped-ep-35017,2050-12-12_20:00,Zhejiang,0,4.009,48.108
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_00:00,Zhejiang,0,386.017,849.236
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_04:00,Zhejiang,234.74,386.017,0
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_08:00,Zhejiang,965.041,386.017,1312.46
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_12:00,Zhejiang,965.041,386.017,2624.91
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_16:00,Zhejiang,965.041,386.017,3937.37
Zhejiang-Hydro_Pumped-ep-35018,2040-06-26_20:00,Zhejiang,0,386.017,2393.3
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_00:00,Zhejiang,0,90.2026,721.62
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_04:00,Zhejiang,0,90.2026,360.81
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_08:00,Zhejiang,0,90.2026,0
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_12:00,Zhejiang,1462.74,585.098,1989.33
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_16:00,Zhejiang,0,136.523,1443.24
Zhejiang-Hydro_Pumped-ep-35018,2040-12-19_20:00,Zhejiang,0,90.2026,1082.43
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_00:00,Zhejiang,0,386.017,3881.32
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_04:00,Zhejiang,0,970.331,0
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_08:00,Zhejiang,1708.2,683.28,2323.15
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_12:00,Zhejiang,1708.2,683.28,4646.3
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_16:00,Zhejiang,1708.2,683.28,6969.46
Zhejiang-Hydro_Pumped-ep-35018,2050-06-12_20:00,Zhejiang,0,386.017,5425.39
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_00:00,Zhejiang,0,90.2026,721.62
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_04:00,Zhejiang,0,90.2026,360.81
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_08:00,Zhejiang,0,90.2026,0
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_12:00,Zhejiang,1462.74,585.098,1989.33
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_16:00,Zhejiang,0,136.523,1443.24
Zhejiang-Hydro_Pumped-ep-35018,2050-12-12_20:00,Zhejiang,0,90.2026,1082.43
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_00:00,Zhejiang,0,257.344,566.158
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_04:00,Zhejiang,156.493,257.344,0
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_08:00,Zhejiang,643.361,257.344,874.971
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_12:00,Zhejiang,643.361,257.344,1749.94
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_16:00,Zhejiang,643.361,257.344,2624.91
Zhejiang-Hydro_Pumped-ep-35023,2040-06-26_20:00,Zhejiang,0,257.344,1595.53
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_00:00,Zhejiang,0,60.135,481.08
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_04:00,Zhejiang,0,60.135,240.54
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_08:00,Zhejiang,0,60.135,0
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_12:00,Zhejiang,975.163,390.065,1326.22
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_16:00,Zhejiang,0,91.0152,962.161
Zhejiang-Hydro_Pumped-ep-35023,2040-12-19_20:00,Zhejiang,0,60.135,721.62
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_00:00,Zhejiang,0,257.344,2587.55
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_04:00,Zhejiang,0,646.887,0
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_08:00,Zhejiang,1138.8,455.52,1548.77
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_12:00,Zhejiang,1138.8,455.52,3097.54
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_16:00,Zhejiang,1138.8,455.52,4646.3
Zhejiang-Hydro_Pumped-ep-35023,2050-06-12_20:00,Zhejiang,0,257.344,3616.93
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_00:00,Zhejiang,0,60.135,481.08
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_04:00,Zhejiang,0,60.135,240.54
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_08:00,Zhejiang,0,60.135,0
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_12:00,Zhejiang,975.163,390.065,1326.22
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_16:00,Zhejiang,0,91.0152,962.161
Zhejiang-Hydro_Pumped-ep-35023,2050-12-12_20:00,Zhejiang,0,60.135,721.62
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_00:00,Zhejiang,0,450.353,990.776
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_04:00,Zhejiang,273.863,450.353,0
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_08:00,Zhejiang,1125.88,450.353,1531.2
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_12:00,Zhejiang,1125.88,450.353,3062.4
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_16:00,Zhejiang,1125.88,450.353,4593.6
Zhejiang-Hydro_Pumped-ep-35038,2040-06-26_20:00,Zhejiang,0,450.353,2792.19
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_00:00,Zhejiang,0,105.236,841.89
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_04:00,Zhejiang,0,105.236,420.945
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_08:00,Zhejiang,0,105.236,0
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_12:00,Zhejiang,1706.53,682.614,2320.89
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_16:00,Zhejiang,0,159.277,1683.78
Zhejiang-Hydro_Pumped-ep-35038,2040-12-19_20:00,Zhejiang,0,105.236,1262.84
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_00:00,Zhejiang,0,450.353,4528.21
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_04:00,Zhejiang,0,1132.05,0
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_08:00,Zhejiang,1992.9,797.16,2710.34
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_12:00,Zhejiang,1992.9,797.16,5420.69
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_16:00,Zhejiang,1992.9,797.16,8131.03
Zhejiang-Hydro_Pumped-ep-35038,2050-06-12_20:00,Zhejiang,0,450.353,6329.62
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_00:00,Zhejiang,0,105.236,841.89
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_04:00,Zhejiang,0,105.236,420.945
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_08:00,Zhejiang,0,105.236,0
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_12:00,Zhejiang,1706.53,682.614,2320.89
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_16:00,Zhejiang,0,159.277,1683.78
Zhejiang-Hydro_Pumped-ep-35038,2050-12-12_20:00,Zhejiang,0,105.236,1262.84
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_00:00,Zhejiang,0,321.68,707.697
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_04:00,Zhejiang,195.616,321.68,0
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_08:00,Zhejiang,804.201,321.68,1093.71
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_12:00,Zhejiang,804.201,321.68,2187.43
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_16:00,Zhejiang,804.201,321.68,3281.14
Zhejiang-Hydro_Pumped-ep-35054,2040-06-26_20:00,Zhejiang,0,321.68,1994.42
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_00:00,Zhejiang,0,75.1688,601.35
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_04:00,Zhejiang,0,75.1688,300.675
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_08:00,Zhejiang,0,75.1688,0
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_12:00,Zhejiang,1218.95,487.581,1657.78
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_16:00,Zhejiang,0,113.769,1202.7
Zhejiang-Hydro_Pumped-ep-35054,2040-12-19_20:00,Zhejiang,0,75.1688,902.026
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_00:00,Zhejiang,0,321.68,3234.44
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_04:00,Zhejiang,0,808.609,0
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_08:00,Zhejiang,1423.5,569.4,1935.96
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_12:00,Zhejiang,1423.5,569.4,3871.92
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_16:00,Zhejiang,1423.5,569.4,5807.88
Zhejiang-Hydro_Pumped-ep-35054,2050-06-12_20:00,Zhejiang,0,321.68,4521.16
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_00:00,Zhejiang,0,75.1688,601.35
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_04:00,Zhejiang,0,75.1688,300.675
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_08:00,Zhejiang,0,75.1688,0
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_12:00,Zhejiang,1218.95,487.581,1657.78
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_16:00,Zhejiang,0,113.769,1202.7
Zhejiang-Hydro_Pumped-ep-35054,2050-12-12_20:00,Zhejiang,0,75.1688,902.026
